uniprot_id,Protein names,Gene names,Fasta headers,id,MCF10A_UT_1,MCF10A_UT_2,MCF10A_UT_3,MDA_MB_231_UT_1,MDA_MB_231_UT_2,MDA_MB_231_UT_3,HCC1937_UT_1,HCC1937_UT_2,HCC1937_UT_3,MCF10A_TR_1,MCF10A_TR_2,MCF10A_TR_3,MDA_MB_231_TR_1,MDA_MB_231_TR_2,MDA_MB_231_TR_3,HCC1937_TR_1,HCC1937_TR_2,HCC1937_TR_3
Q9H939,Proline-serine-threonine phosphatase-interacting protein 2,PSTPIP2,sp|Q9H939|PPIP2_HUMAN Proline-serine-threonine phosphatase-interacting protein 2 OS=Homo sapiens OX=9606 GN=PSTPIP2 PE=1 SV=4,9015,332210,281120,263800,114570,111710,115400,170510,141500,143830,418930,309720,349680,137420,127520,127050,164860,158040,160570
Q9H944,Mediator of RNA polymerase II transcription subunit 20,MED20,sp|Q9H944|MED20_HUMAN Mediator of RNA polymerase II transcription subunit 20 OS=Homo sapiens OX=9606 GN=MED20 PE=1 SV=1;tr|A6PVP4|A6PVP4_HUMAN Mediator of RNA polymerase II transcription subunit 20 (Fragment) OS=Homo sapiens OX=9606 GN=MED20 PE=1 SV=1;tr|B,9016,189120,147330,166720,214030,176870,220300,201310,191980,182120,304250,202290,250380,315430,298240,312750,288670,291740,300810
Q9H974,Queuine tRNA-ribosyltransferase subunit QTRTD1,QTRTD1,sp|Q9H974|QTRT2_HUMAN Queuine tRNA-ribosyltransferase accessory subunit 2 OS=Homo sapiens OX=9606 GN=QTRT2 PE=1 SV=1,9017,507580,475300,466220,632300,553620,596270,549730,514320,492170,366000,275400,304540,430360,393860,396500,379190,375260,403070
Q9H977,WD repeat-containing protein 54,WDR54,sp|Q9H977|WDR54_HUMAN WD repeat-containing protein 54 OS=Homo sapiens OX=9606 GN=WDR54 PE=1 SV=1;tr|B9A049|B9A049_HUMAN WD repeat-containing protein 54 OS=Homo sapiens OX=9606 GN=WDR54 PE=1 SV=1;tr|C9J016|C9J016_HUMAN WD repeat-containing protein 54 (Fragm,9018,131030,174380,121290,168940,148210,170530,75685,78938,76676,109760,79518,86974,124370,124980,100880,53255,52269,53463
Q9H981,Actin-related protein 8,ACTR8,sp|Q9H981|ARP8_HUMAN Actin-related protein 8 OS=Homo sapiens OX=9606 GN=ACTR8 PE=1 SV=2,9019,58817,73654,54579,67522,72976,81872,61712,61568,57944,214030,158730,163610,229700,232850,219800,174650,176570,180900
Q9H992,E3 ubiquitin-protein ligase MARCH7,7-Mar,sp|Q9H992|MARH7_HUMAN E3 ubiquitin-protein ligase MARCH7 OS=Homo sapiens OX=9606 GN=MARCH7 PE=1 SV=1;tr|F5H6W4|F5H6W4_HUMAN E3 ubiquitin-protein ligase MARCH7 OS=Homo sapiens OX=9606 GN=MARCH7 PE=1 SV=1,9020,7827.7,5529,4567.7,7601.4,8541.4,7996.4,13717,10470,9098.9,6215.5,5350.6,7282.5,7745.3,6310.3,6153.2,6696.6,7425.4,6857.7
Q9H993,Protein-glutamate O-methyltransferase,ARMT1,sp|Q9H993|ARMT1_HUMAN Protein-glutamate O-methyltransferase OS=Homo sapiens OX=9606 GN=ARMT1 PE=1 SV=1;tr|F5GZY1|F5GZY1_HUMAN Protein-glutamate O-methyltransferase OS=Homo sapiens OX=9606 GN=ARMT1 PE=1 SV=1,9021,1480400,1217400,1158800,1179000,992490,1207600,410220,362380,387040,2397500,1681900,2050300,1669400,1690500,1669300,673460,641660,717130
Q9H999,Pantothenate kinase 3,PANK3,sp|Q9H999|PANK3_HUMAN Pantothenate kinase 3 OS=Homo sapiens OX=9606 GN=PANK3 PE=1 SV=1;tr|E5RHA5|E5RHA5_HUMAN Pantothenate kinase 3 (Fragment) OS=Homo sapiens OX=9606 GN=PANK3 PE=1 SV=1,9022,18799,16027,15557,15871,16281,16296,17187,15669,15463,42080,26391,32948,34759,34420,30812,27416,26853,29589
Q9H9A5,CCR4-NOT transcription complex subunit 10,CNOT10,sp|Q9H9A5|CNO10_HUMAN CCR4-NOT transcription complex subunit 10 OS=Homo sapiens OX=9606 GN=CNOT10 PE=1 SV=1;tr|E9PCN5|E9PCN5_HUMAN CCR4-NOT transcription complex subunit 10 OS=Homo sapiens OX=9606 GN=CNOT10 PE=1 SV=1,9023,751340,653300,608780,698640,647610,651290,1018800,884260,914600,972860,680650,771770,880120,842940,824970,1029100,1009400,1020900
Q9H9A6,Leucine-rich repeat-containing protein 40,LRRC40,sp|Q9H9A6|LRC40_HUMAN Leucine-rich repeat-containing protein 40 OS=Homo sapiens OX=9606 GN=LRRC40 PE=1 SV=1,9024,3706000,3294500,3125600,2787500,2725000,2867700,2130400,1905200,1929100,2852400,2000400,2273700,1819300,1714300,1734700,1245600,1250200,1317800
Q9H9A7,RecQ-mediated genome instability protein 1,RMI1,sp|Q9H9A7|RMI1_HUMAN RecQ-mediated genome instability protein 1 OS=Homo sapiens OX=9606 GN=RMI1 PE=1 SV=3;tr|A0A0A0MSU3|A0A0A0MSU3_HUMAN RecQ-mediated genome instability protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RMI1 PE=1 SV=1,9025,59437,54636,52754,111130,100600,113970,110190,94720,95542,121290,85338,99519,193980,198430,190550,156660,151270,162230
Q9H9B1,Histone-lysine N-methyltransferase EHMT1,EHMT1,sp|Q9H9B1|EHMT1_HUMAN Histone-lysine N-methyltransferase EHMT1 OS=Homo sapiens OX=9606 GN=EHMT1 PE=1 SV=4;tr|A0A0C4DGF8|A0A0C4DGF8_HUMAN Histone-lysine N-methyltransferase EHMT1 (Fragment) OS=Homo sapiens OX=9606 GN=EHMT1 PE=1 SV=1,9026,103170,90149,92327,93979,85881,86218,102020,88856,77507,388680,289950,310660,283260,284850,260930,252770,250510,270350
Q9H9B4,Sideroflexin-1,SFXN1,sp|Q9H9B4|SFXN1_HUMAN Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=4,9027,6510900,5977300,5439600,3941300,3656500,3978800,6237500,5283200,5228800,6864100,5366700,5632600,3738300,3754600,3442200,4719800,4872600,4911600
Q9H9D4,Zinc finger protein 408,ZNF408,sp|Q9H9D4|ZN408_HUMAN Zinc finger protein 408 OS=Homo sapiens OX=9606 GN=ZNF408 PE=1 SV=1,9028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H9E3,Conserved oligomeric Golgi complex subunit 4,COG4,sp|Q9H9E3|COG4_HUMAN Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens OX=9606 GN=COG4 PE=1 SV=3;tr|J3KNI1|J3KNI1_HUMAN Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens OX=9606 GN=COG4 PE=1 SV=1;tr|A0A0A0MS45|A0A0A0MS45_HUMAN Conserv,9029,1644800,1442200,1420500,1244700,1108500,1090800,1711800,1546500,1520600,1712300,1259300,1426100,1073100,1001500,1018000,1673000,1625800,1732400
Q9H9F9,Actin-related protein 5,ACTR5,sp|Q9H9F9|ARP5_HUMAN Actin-related protein 5 OS=Homo sapiens OX=9606 GN=ACTR5 PE=1 SV=2,9030,0,0,0,0,0,0,0,0,0,14304,13447,14009,15203,16676,15533,11671,14824,12230
Q9H9G7,Protein argonaute-3,AGO3,sp|Q9H9G7|AGO3_HUMAN Protein argonaute-3 OS=Homo sapiens OX=9606 GN=AGO3 PE=1 SV=2,9031,96004,97033,74879,69220,64109,60486,56153,50445,55233,90134,67322,76887,55664,52543,57648,48175,46165,50901
Q9H9H4,Vacuolar protein sorting-associated protein 37B,VPS37B,sp|Q9H9H4|VP37B_HUMAN Vacuolar protein sorting-associated protein 37B OS=Homo sapiens OX=9606 GN=VPS37B PE=1 SV=1;tr|F5H4M0|F5H4M0_HUMAN Vacuolar protein sorting-associated protein 37B (Fragment) OS=Homo sapiens OX=9606 GN=VPS37B PE=1 SV=1;tr|F5H1F6|F5H1F6,9032,577570,533910,480470,1381800,1266400,1413400,849230,731620,814610,629420,460360,524750,1552100,1501000,1447200,844540,848190,908350
Q9H9J2,"39S ribosomal protein L44, mitochondrial",MRPL44,"sp|Q9H9J2|RM44_HUMAN 39S ribosomal protein L44, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL44 PE=1 SV=1",9033,3497700,3383700,2923600,2634800,2474200,2716300,2156600,1823700,1956900,3058700,2165600,2469900,1958700,2027100,1776100,1452000,1512100,1547300
Q9H9J4,Ubiquitin carboxyl-terminal hydrolase 42,USP42,sp|Q9H9J4|UBP42_HUMAN Ubiquitin carboxyl-terminal hydrolase 42 OS=Homo sapiens OX=9606 GN=USP42 PE=1 SV=3;tr|C9JPC9|C9JPC9_HUMAN Ubiquitin carboxyl-terminal hydrolase 42 (Fragment) OS=Homo sapiens OX=9606 GN=USP42 PE=1 SV=9,9034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H9L3,Interferon-stimulated 20 kDa exonuclease-like 2,ISG20L2,sp|Q9H9L3|I20L2_HUMAN Interferon-stimulated 20 kDa exonuclease-like 2 OS=Homo sapiens OX=9606 GN=ISG20L2 PE=1 SV=1,9035,148750,123370,117230,92209,86816,81639,136060,110350,116270,101320,73882,86157,50370,58325,53226,50582,57352,59523
Q9H9P8,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HGDH,"sp|Q9H9P8|L2HDH_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=3;tr|C9JVN9|C9JVN9_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=1",9036,171490,136860,137090,129790,128710,135610,456790,401380,412180,278920,219710,249150,180920,187950,172620,666610,679810,728800
Q9H9Q2,COP9 signalosome complex subunit 7b,COPS7B,sp|Q9H9Q2|CSN7B_HUMAN COP9 signalosome complex subunit 7b OS=Homo sapiens OX=9606 GN=COPS7B PE=1 SV=1;tr|A0A087X1P5|A0A087X1P5_HUMAN COP9 signalosome complex subunit 7b OS=Homo sapiens OX=9606 GN=COPS7B PE=1 SV=1;tr|J3KQ34|J3KQ34_HUMAN COP9 signalosome com,9037,703570,635660,596190,470400,466800,470270,414290,355320,374420,1364200,1039400,1156900,869960,888030,876320,683110,655150,738690
Q9H9R9,Dysbindin domain-containing protein 1,DBNDD1,sp|Q9H9R9|DBND1_HUMAN Dysbindin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=DBNDD1 PE=1 SV=2;tr|H3BLZ2|H3BLZ2_HUMAN Dysbindin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=DBNDD1 PE=1 SV=1,9038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H9S4,Calcium-binding protein 39-like,CAB39L,sp|Q9H9S4|CB39L_HUMAN Calcium-binding protein 39-like OS=Homo sapiens OX=9606 GN=CAB39L PE=1 SV=3;tr|Q5TAW7|Q5TAW7_HUMAN Calcium-binding protein 39-like (Fragment) OS=Homo sapiens OX=9606 GN=CAB39L PE=1 SV=1;tr|B7ZBJ4|B7ZBJ4_HUMAN Calcium-binding protein 3,9039,0,0,0,0,0,0,0,0,0,65012,46301,57572,59189,62086,63866,23091,27560,30708
Q9H9S5,Fukutin-related protein,FKRP,sp|Q9H9S5|FKRP_HUMAN Fukutin-related protein OS=Homo sapiens OX=9606 GN=FKRP PE=1 SV=1,9040,24595,30125,23626,35433,31377,34176,26325,31580,26284,52478,48886,40987,62989,67292,63679,64391,71441,66652
Q9H9T3,Elongator complex protein 3,ELP3,sp|Q9H9T3|ELP3_HUMAN Elongator complex protein 3 OS=Homo sapiens OX=9606 GN=ELP3 PE=1 SV=2;tr|B4DKA4|B4DKA4_HUMAN Elongator complex protein 3 OS=Homo sapiens OX=9606 GN=ELP3 PE=1 SV=1,9041,890770,737450,755480,764710,657210,727810,419100,420380,417000,1029800,774530,844580,644400,610780,633460,493900,486060,517720
Q9H9Y2,Ribosome production factor 1,RPF1,sp|Q9H9Y2|RPF1_HUMAN Ribosome production factor 1 OS=Homo sapiens OX=9606 GN=RPF1 PE=1 SV=2,9042,135660,137430,120460,92254,86450,79515,75848,71501,70991,23739,20563,18380,9455.5,10759,9723.4,8930.6,6734.8,8225.3
Q9H9Y4,GPN-loop GTPase 2,GPN2,sp|Q9H9Y4|GPN2_HUMAN GPN-loop GTPase 2 OS=Homo sapiens OX=9606 GN=GPN2 PE=1 SV=2,9043,60526,39148,52860,52750,51445,50569,50378,48854,38416,1170.8,860.72,1757.9,937.85,1048.8,0,0,0,904.74
Q9H9Y6,DNA-directed RNA polymerase I subunit RPA2,POLR1B,sp|Q9H9Y6|RPA2_HUMAN DNA-directed RNA polymerase I subunit RPA2 OS=Homo sapiens OX=9606 GN=POLR1B PE=1 SV=2,9044,1222800,1065300,982030,1226200,1166200,1261500,1125100,1018400,1049600,1693900,1238800,1372300,1696000,1641000,1603000,1305900,1313300,1347400
Q9HA38,Zinc finger matrin-type protein 3,ZMAT3,sp|Q9HA38|ZMAT3_HUMAN Zinc finger matrin-type protein 3 OS=Homo sapiens OX=9606 GN=ZMAT3 PE=1 SV=1,9045,52404,52513,52283,12673,11544,9557.2,18487,16155,15687,0,0,0,0,0,0,0,0,0
Q9HA47,Uridine-cytidine kinase 1,UCK1,sp|Q9HA47|UCK1_HUMAN Uridine-cytidine kinase 1 OS=Homo sapiens OX=9606 GN=UCK1 PE=1 SV=1;tr|G3V170|G3V170_HUMAN Uridine-cytidine kinase 1 OS=Homo sapiens OX=9606 GN=UCK1 PE=1 SV=1,9046,0,0,0,0,0,0,0,0,0,58031,53288,49301,44793,32632,48110,42664,51633,41335
Q9HA64,Ketosamine-3-kinase,FN3KRP,sp|Q9HA64|KT3K_HUMAN Ketosamine-3-kinase OS=Homo sapiens OX=9606 GN=FN3KRP PE=1 SV=2;tr|I3L139|I3L139_HUMAN Ketosamine-3-kinase OS=Homo sapiens OX=9606 GN=FN3KRP PE=1 SV=1;tr|I3L2G3|I3L2G3_HUMAN Ketosamine-3-kinase (Fragment) OS=Homo sapiens OX=9606 GN=FN3,9047,1602200,1457400,1369900,1106200,1087000,1101400,1414200,1215100,1247200,1378100,956330,1173700,873790,908470,857970,1108200,1019800,1147100
Q9HA65,TBC1 domain family member 17,TBC1D17,sp|Q9HA65|TBC17_HUMAN TBC1 domain family member 17 OS=Homo sapiens OX=9606 GN=TBC1D17 PE=1 SV=2;tr|M0R2L2|M0R2L2_HUMAN TBC1 domain family member 17 (Fragment) OS=Homo sapiens OX=9606 GN=TBC1D17 PE=1 SV=2;tr|M0QYC9|M0QYC9_HUMAN TBC1 domain family member 17 ,9048,98821,106910,97581,92862,84538,85609,120440,100820,106120,204640,146770,155770,173100,177670,183990,182950,159960,219850
Q9HA77,"Probable cysteine--tRNA ligase, mitochondrial",CARS2,"sp|Q9HA77|SYCM_HUMAN Probable cysteine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=CARS2 PE=1 SV=1",9049,665840,586670,570100,241640,215530,255900,296200,237510,256750,806670,600900,698850,242850,252120,262230,158370,163900,176290
Q9HAB3,"Solute carrier family 52, riboflavin transporter, member 2",SLC52A2,"sp|Q9HAB3|S52A2_HUMAN Solute carrier family 52, riboflavin transporter, member 2 OS=Homo sapiens OX=9606 GN=SLC52A2 PE=1 SV=1;tr|E9PKE4|E9PKE4_HUMAN Solute carrier family 52, riboflavin transporter, member 2 (Fragment) OS=Homo sapiens OX=9606 GN=SLC52A2 PE",9050,62711,131570,57275,48253,47539,49033,72333,116960,117890,144290,82298,114080,179660,130090,74030,158710,176510,143890
Q9HAB8,Phosphopantothenate--cysteine ligase,PPCS,sp|Q9HAB8|PPCS_HUMAN Phosphopantothenate--cysteine ligase OS=Homo sapiens OX=9606 GN=PPCS PE=1 SV=2,9051,2654300,2300700,2065900,2705500,2623400,2786200,1505800,1284600,1296900,3672000,2600800,3032800,3544100,3376400,3440800,1701600,1688400,1870600
Q9HAD4,WD repeat-containing protein 41,WDR41,sp|Q9HAD4|WDR41_HUMAN WD repeat-containing protein 41 OS=Homo sapiens OX=9606 GN=WDR41 PE=1 SV=3;tr|H0YAA3|H0YAA3_HUMAN WD repeat-containing protein 41 (Fragment) OS=Homo sapiens OX=9606 GN=WDR41 PE=1 SV=1,9053,165110,158730,142600,98913,93639,98599,65674,64633,60404,178130,145260,150970,98870,100340,95530,68184,55155,69399
Q9HAF1,Chromatin modification-related protein MEAF6,MEAF6,sp|Q9HAF1|EAF6_HUMAN Chromatin modification-related protein MEAF6 OS=Homo sapiens OX=9606 GN=MEAF6 PE=1 SV=1;tr|B1AK63|B1AK63_HUMAN Chromatin modification-related protein MEAF6 OS=Homo sapiens OX=9606 GN=MEAF6 PE=1 SV=1,9054,74354,79629,72696,74688,72256,76807,65710,59440,58890,33936,25016,31020,36614,33978,29773,24206,26989,24788
Q9HAJ7,Histone deacetylase complex subunit SAP30L,SAP30L,sp|Q9HAJ7|SP30L_HUMAN Histone deacetylase complex subunit SAP30L OS=Homo sapiens OX=9606 GN=SAP30L PE=1 SV=1,9056,80861,55945,64772,41306,44460,51761,94070,78025,80424,94236,68127,70317,27935,33973,33284,131530,126470,121810
Q9HAN9,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,NMNAT1,sp|Q9HAN9|NMNA1_HUMAN Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 OS=Homo sapiens OX=9606 GN=NMNAT1 PE=1 SV=1;tr|B1AN62|B1AN62_HUMAN Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 OS=Homo sapiens OX=9606 GN=NMNAT1 PE=,9057,824630,738060,694190,1280500,1080600,1224000,879930,794630,820640,916920,718420,763390,1263800,1107200,1165100,784340,833090,894840
Q9HAP2,MLX-interacting protein,MLXIP,sp|Q9HAP2|MLXIP_HUMAN MLX-interacting protein OS=Homo sapiens OX=9606 GN=MLXIP PE=1 SV=2,9058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HAT2,Sialate O-acetylesterase,SIAE,sp|Q9HAT2|SIAE_HUMAN Sialate O-acetylesterase OS=Homo sapiens OX=9606 GN=SIAE PE=1 SV=1,9059,644150,557260,509730,192370,160350,203210,407520,516690,344870,140760,104690,114120,32919,30602,31625,82224,73035,88075
Q9HAU0,Pleckstrin homology domain-containing family A member 5,PLEKHA5,"sp|Q9HAU0|PKHA5_HUMAN Pleckstrin homology domain-containing family A member 5 OS=Homo sapiens OX=9606 GN=PLEKHA5 PE=1 SV=1;tr|A0JP02|A0JP02_HUMAN PLEKHA5 protein OS=Homo sapiens OX=9606 GN=PLEKHA5 PE=1 SV=1;tr|B4DJX4|B4DJX4_HUMAN cDNA FLJ59284, highly simi",9060,847870,749060,674410,1807100,1659200,1766200,590430,495190,504920,1214400,841790,1012100,2183800,2216600,2049300,594400,609730,647870
Q9HAU4,E3 ubiquitin-protein ligase SMURF2,SMURF2,sp|Q9HAU4|SMUF2_HUMAN E3 ubiquitin-protein ligase SMURF2 OS=Homo sapiens OX=9606 GN=SMURF2 PE=1 SV=1;tr|J3QQM4|J3QQM4_HUMAN E3 ubiquitin-protein ligase SMURF2 (Fragment) OS=Homo sapiens OX=9606 GN=SMURF2 PE=1 SV=1,9061,306130,274850,240940,530420,529280,543660,168590,159140,154780,528230,369240,454490,864830,923650,836980,247940,212120,271620
Q9HAU5,Regulator of nonsense transcripts 2,UPF2,sp|Q9HAU5|RENT2_HUMAN Regulator of nonsense transcripts 2 OS=Homo sapiens OX=9606 GN=UPF2 PE=1 SV=1,9062,991260,866350,839960,960420,879300,938230,985940,876630,930190,1445200,1021200,1128100,1249200,1188700,1101400,1185500,1204000,1286200
Q9HAV0,Guanine nucleotide-binding protein subunit beta-4,GNB4,sp|Q9HAV0|GBB4_HUMAN Guanine nucleotide-binding protein subunit beta-4 OS=Homo sapiens OX=9606 GN=GNB4 PE=1 SV=3;tr|C9JD14|C9JD14_HUMAN Guanine nucleotide-binding protein subunit beta-4 (Fragment) OS=Homo sapiens OX=9606 GN=GNB4 PE=1 SV=1,9063,206170,351210,208220,123960,147570,184640,54186,101760,74826,141600,95532,110630,103420,106820,73722,35297,37371,31361
Q9HAV4,Exportin-5,XPO5,sp|Q9HAV4|XPO5_HUMAN Exportin-5 OS=Homo sapiens OX=9606 GN=XPO5 PE=1 SV=1,9064,3769000,3490800,3089600,8081700,7793300,8287600,11282000,10095000,9903400,4217600,3056000,3533600,8746300,8390600,8004600,10109000,9832800,10529000
Q9HAV7,"GrpE protein homolog 1, mitochondrial",GRPEL1,"sp|Q9HAV7|GRPE1_HUMAN GrpE protein homolog 1, mitochondrial OS=Homo sapiens OX=9606 GN=GRPEL1 PE=1 SV=2",9065,4989100,4495400,4277000,3839800,3596200,3885500,5904200,4705300,5223600,8641800,6585400,7467200,5918500,5440000,5660200,7500700,7041800,7612200
Q9HAW0,Transcription factor IIIB 50 kDa subunit,BRF2,sp|Q9HAW0|BRF2_HUMAN Transcription factor IIIB 50 kDa subunit OS=Homo sapiens OX=9606 GN=BRF2 PE=1 SV=1,9066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HAW4,Claspin,CLSPN,sp|Q9HAW4|CLSPN_HUMAN Claspin OS=Homo sapiens OX=9606 GN=CLSPN PE=1 SV=3;tr|E7ESG2|E7ESG2_HUMAN Claspin OS=Homo sapiens OX=9606 GN=CLSPN PE=1 SV=1,9067,153010,143880,135270,286040,262820,292000,168020,145920,152630,71982,52643,66820,79409,80228,70935,31325,31861,33418
Q9HAW8,UDP-glucuronosyltransferase 1-10,UGT1A10,sp|Q9HAW8|UD110_HUMAN UDP-glucuronosyltransferase 1-10 OS=Homo sapiens OX=9606 GN=UGT1A10 PE=1 SV=1,9068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HB07,"UPF0160 protein MYG1, mitochondrial",C12orf10,"sp|Q9HB07|MYG1_HUMAN UPF0160 protein MYG1, mitochondrial OS=Homo sapiens OX=9606 GN=C12orf10 PE=1 SV=2;tr|F8VR84|F8VR84_HUMAN UPF0160 protein MYG1, mitochondrial OS=Homo sapiens OX=9606 GN=C12orf10 PE=1 SV=1;tr|F8VQQ3|F8VQQ3_HUMAN UPF0160 protein MYG1, mit",9069,1451700,1276100,1265100,2078900,1784100,1917200,2003100,1644100,1657800,2777100,2041600,2354800,3481900,3331000,3352100,3229500,3011700,3294100
Q9HB20,Pleckstrin homology domain-containing family A member 3,PLEKHA3,sp|Q9HB20|PKHA3_HUMAN Pleckstrin homology domain-containing family A member 3 OS=Homo sapiens OX=9606 GN=PLEKHA3 PE=1 SV=2,9070,0,0,0,0,0,0,0,0,0,62031,49506,50944,54655,59214,51211,36818,39315,39856
Q9HB40,Retinoid-inducible serine carboxypeptidase,SCPEP1,sp|Q9HB40|RISC_HUMAN Retinoid-inducible serine carboxypeptidase OS=Homo sapiens OX=9606 GN=SCPEP1 PE=1 SV=1,9071,2615800,2442800,2235500,429680,387470,426120,1548600,1264900,1232400,3825100,2937400,3105500,895990,850410,831100,2066400,1951200,2051100
Q9HB58,Sp110 nuclear body protein,SP110,"sp|Q9HB58|SP110_HUMAN Sp110 nuclear body protein OS=Homo sapiens OX=9606 GN=SP110 PE=1 SV=5;tr|G5E9C0|G5E9C0_HUMAN SP110 nuclear body protein, isoform CRA_b OS=Homo sapiens OX=9606 GN=SP110 PE=1 SV=1",9072,38437,34877,33169,15472,14780,12806,24148,23311,23150,19173,10281,11334,13768,8606.4,7132.7,7833.1,8249.3,8956.5
Q9HB66,,MKKS,tr|Q9HB66|Q9HB66_HUMAN Alternative protein MKKS OS=Homo sapiens OX=9606 GN=MKKS PE=1 SV=1,9073,547750,520000,455560,572070,545750,571710,738890,641490,639990,1488200,1094700,1183600,1411600,1487400,1412000,1663700,1760700,1735800
Q9HB71,Calcyclin-binding protein,CACYBP,sp|Q9HB71|CYBP_HUMAN Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2,9074,11534000,10151000,9703800,12193000,9946800,11076000,14231000,12560000,12324000,12275000,9290100,10377000,11741000,10474000,10285000,13230000,12996000,13207000
Q9HB90,Ras-related GTP-binding protein C;Ras-related GTP-binding protein D,RRAGC;RRAGD,sp|Q9HB90|RRAGC_HUMAN Ras-related GTP-binding protein C OS=Homo sapiens OX=9606 GN=RRAGC PE=1 SV=1;sp|Q9NQL2|RRAGD_HUMAN Ras-related GTP-binding protein D OS=Homo sapiens OX=9606 GN=RRAGD PE=1 SV=1,9075,698340,628750,543550,912020,883580,919610,642220,569000,553700,1151900,867130,955580,1323000,1337800,1320700,850290,881890,964020
Q9HBD1,Roquin-2,RC3H2,sp|Q9HBD1|RC3H2_HUMAN Roquin-2 OS=Homo sapiens OX=9606 GN=RC3H2 PE=1 SV=2,9076,60772,46855,37893,49203,44282,47785,60656,57215,51742,2758.8,1677.8,1414.5,2245.2,1415.6,3288.9,1876.5,1829.1,2386.4
Q9HBG4,V-type proton ATPase 116 kDa subunit a isoform 4,ATP6V0A4,sp|Q9HBG4|VPP4_HUMAN V-type proton ATPase 116 kDa subunit a isoform 4 OS=Homo sapiens OX=9606 GN=ATP6V0A4 PE=1 SV=2;tr|A0A2R8Y6X9|A0A2R8Y6X9_HUMAN V-type proton ATPase subunit a OS=Homo sapiens OX=9606 GN=ATP6V0A4 PE=1 SV=1,9077,43298,33353,29405,25915,21566,22537,7459.4,6718.1,7106.1,30850,23768,27599,16135,23461,13123,5574.1,6218.4,6896
Q9HBG6,Intraflagellar transport protein 122 homolog,IFT122,sp|Q9HBG6|IF122_HUMAN Intraflagellar transport protein 122 homolog OS=Homo sapiens OX=9606 GN=IFT122 PE=1 SV=2,9078,205150,173500,161470,99067,100830,108130,137500,128000,130830,167620,122830,139190,70708,80174,76800,99082,100140,117070
Q9HBH0,Rho-related GTP-binding protein RhoF,RHOF,sp|Q9HBH0|RHOF_HUMAN Rho-related GTP-binding protein RhoF OS=Homo sapiens OX=9606 GN=RHOF PE=1 SV=1;tr|F5GXB1|F5GXB1_HUMAN Rho-related GTP-binding protein RhoF (Fragment) OS=Homo sapiens OX=9606 GN=RHOF PE=1 SV=1,9079,0,0,0,0,0,0,0,0,0,3254,5023.9,4842.6,49782,43201,45764,13205,15026,12262
Q9HBH1,"Peptide deformylase, mitochondrial",PDF,"sp|Q9HBH1|DEFM_HUMAN Peptide deformylase, mitochondrial OS=Homo sapiens OX=9606 GN=PDF PE=1 SV=1",9080,53225,97700,47067,52231,52606,54928,153370,195680,201210,107640,58741,92432,98930,96871,79885,196660,174730,174150
Q9HBH5,Retinol dehydrogenase 14,RDH14,sp|Q9HBH5|RDH14_HUMAN Retinol dehydrogenase 14 OS=Homo sapiens OX=9606 GN=RDH14 PE=1 SV=1,9081,958610,911380,854330,882540,839080,894060,974170,838400,840450,1079300,811320,858380,907860,850980,791740,810500,856630,864000
Q9HBH9,MAP kinase-interacting serine/threonine-protein kinase 2,MKNK2,sp|Q9HBH9|MKNK2_HUMAN MAP kinase-interacting serine/threonine-protein kinase 2 OS=Homo sapiens OX=9606 GN=MKNK2 PE=1 SV=3,9082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HBI1,Beta-parvin,PARVB,sp|Q9HBI1|PARVB_HUMAN Beta-parvin OS=Homo sapiens OX=9606 GN=PARVB PE=1 SV=1;tr|A0A087WZB5|A0A087WZB5_HUMAN Beta-parvin OS=Homo sapiens OX=9606 GN=PARVB PE=1 SV=1,9083,533900,460770,451620,4347,2476.9,6087,260750,214950,202250,650190,448640,494940,0,3666.4,5586.5,229160,214080,243150
